x_norm,y_norm,w_norm,h_norm,text_length,word_count,is_single_line,has_punctuation,letter_ratio,label
0.0423,0.49,0.1865,0.025,11,1,1,0,0.9143,1
0.0157,0.6723,0.1481,0.0236,12,1,1,0,0.7533,1
0.1078,0.3324,0.1791,0.0258,5,1,1,0,0.7744,1
0.7078,0.0768,0.4668,0.0481,6,2,1,0,0.8767,1
0.4146,0.0144,0.192,0.0203,12,1,1,0,0.8759,1
0.1912,0.3865,0.6406,0.174,56,14,0,1,0.8775,0
0.1027,0.3541,0.4184,0.0349,70,10,0,1,0.917,0
0.1096,0.4766,0.4012,0.0477,78,13,0,1,0.8978,0
0.1879,0.9021,0.2377,0.0229,3,1,1,0,0.9115,1
0.0731,0.0222,0.441,0.0572,9,1,1,0,0.9846,1
0.3351,0.5137,0.447,0.0427,133,19,0,0,0.7842,0
0.3577,0.041,0.1161,0.0459,3,2,1,0,0.865,1
0.5348,0.4881,0.4488,0.1017,48,8,0,1,0.7733,0
0.1439,0.6242,0.1481,0.0298,2,1,1,0,0.974,1
0.0263,0.724,0.1435,0.022,3,1,1,0,0.9242,1
0.0591,0.4651,0.12,0.0326,8,1,1,0,0.9358,1
0.4377,0.3011,0.3108,0.0344,114,19,0,1,0.9451,0
0.3155,0.9692,0.2089,0.0296,7,2,1,0,0.8133,1
0.1074,0.2982,0.1338,0.0207,6,3,1,0,0.7647,1
0.0755,0.4719,0.5991,0.0953,170,34,0,1,0.8404,0
0.6843,0.0349,0.135,0.0228,9,2,1,0,0.8359,1
0.2651,0.9244,0.15,0.0243,7,2,1,0,0.9301,1
0.021,0.0522,0.3196,0.0201,6,1,1,0,0.8756,1
0.1001,0.9496,0.2394,0.0482,3,2,1,0,0.8207,1
0.545,0.2192,0.4712,0.1001,42,14,0,0,0.93,0
0.2815,0.0608,0.321,0.0525,7,2,1,0,0.939,1
0.0083,0.8981,0.1678,0.0238,15,1,1,0,0.8057,1
0.0573,0.3666,0.5226,0.1839,100,20,0,1,0.9161,0
0.6179,0.0469,0.3149,0.04,7,1,1,0,0.8966,1
0.0451,0.5768,0.0565,0.0282,11,3,1,0,0.8326,1
0.4539,0.7844,0.3624,0.0851,84,14,0,1,0.7891,0
0.1467,0.5571,0.6283,0.0979,12,4,1,1,0.8169,0
0.0941,0.223,0.1798,0.0227,3,3,1,0,0.9295,1
0.4358,0.3845,0.3053,0.0632,42,6,1,1,0.8552,0
0.1954,0.3763,0.4863,0.0367,48,16,0,0,0.7031,0
0.0655,0.9051,0.1006,0.0419,6,1,1,0,0.7587,1
0.1395,0.5902,0.4089,0.0558,36,9,0,1,0.7116,0
0.2416,0.9542,0.1413,0.0256,4,1,1,0,0.8539,1
0.2268,0.4348,0.3429,0.1046,15,5,1,1,0.8483,0
0.2256,0.3967,0.0684,0.0409,7,1,1,0,0.9545,1
0.0327,0.4287,0.0539,0.0208,4,1,1,0,0.904,1
0.6434,0.0247,0.234,0.0243,8,2,1,0,0.8523,1
0.0627,0.8015,0.1289,0.0299,7,1,1,0,0.8334,1
0.2476,0.1118,0.294,0.0419,3,1,1,0,0.9966,1
0.157,0.4013,0.2956,0.0932,126,18,0,1,0.6908,0
0.5421,0.4712,0.3266,0.039,36,6,1,0,0.7756,0
0.7504,0.8579,0.1073,0.0497,5,1,1,0,0.9691,1
0.2124,0.7054,0.1138,0.0351,7,1,1,0,0.9823,1
0.1502,0.34,0.6246,0.0776,198,33,0,1,0.8548,0
0.394,0.7233,0.466,0.0698,28,7,1,0,0.783,0
0.1283,0.0492,0.2967,0.0564,9,2,1,0,0.8469,1
0.0197,0.4975,0.1072,0.0363,5,1,1,0,0.8663,1
0.6204,0.1062,0.1163,0.0323,7,2,1,0,0.8738,1
0.1122,0.006,0.4857,0.0386,6,2,1,0,0.909,1
0.7727,0.056,0.2661,0.0538,5,2,1,0,0.8117,1
0.3126,0.0622,0.4579,0.0211,12,1,1,0,0.9151,1
0.4991,0.8137,0.5572,0.0765,18,3,1,1,0.6916,0
0.0794,0.6529,0.6452,0.1874,76,19,0,1,0.7008,0
0.4148,0.2691,0.3438,0.0535,78,13,0,1,0.6746,0
0.2693,0.9279,0.1172,0.0296,7,1,1,0,0.8351,1
0.1621,0.6756,0.6598,0.1103,80,20,0,1,0.9155,0
0.5038,0.9051,0.2457,0.0267,3,1,1,0,0.7569,1
0.1901,0.7075,0.5129,0.0608,330,55,0,1,0.9158,0
0.3412,0.2757,0.4573,0.0857,100,20,0,1,0.7907,0
0.5055,0.7251,0.5255,0.0414,25,5,1,1,0.8874,0
0.1932,0.6889,0.5017,0.1221,212,53,0,1,0.7579,0
0.303,0.937,0.0849,0.0273,3,2,1,0,0.8347,1
0.0294,0.4759,0.0604,0.0263,7,3,1,0,0.8884,1
0.7377,0.901,0.1678,0.0295,7,2,1,0,0.733,1
0.003,0.9211,0.2192,0.0205,9,1,1,0,0.7832,1
0.7957,0.088,0.2557,0.0501,4,1,1,0,0.874,1
0.0144,0.1116,0.1339,0.0208,8,2,1,0,0.956,1
0.133,0.4048,0.5622,0.2293,318,53,0,1,0.8218,0
0.1727,0.1514,0.4928,0.068,140,20,0,1,0.732,0
0.448,0.0206,0.3015,0.0223,7,2,1,0,0.9735,1
0.1409,0.5361,0.0826,0.0362,6,1,1,0,0.8155,1
0.064,0.563,0.4523,0.0498,56,8,0,0,0.716,0
0.024,0.3483,0.1603,0.037,8,3,1,0,0.7827,1
0.6559,0.5055,0.1758,0.0419,7,1,1,0,0.8813,1
0.4321,0.7678,0.3832,0.0674,15,5,1,1,0.6585,0
0.4462,0.5608,0.2938,0.0983,50,10,0,0,0.8215,0
0.0434,0.6731,0.8012,0.0678,114,19,0,1,0.819,0
0.0937,0.5447,0.8909,0.0872,176,44,0,1,0.8463,0
0.245,0.8262,0.4978,0.1177,45,9,0,0,0.6598,0
0.0473,0.3169,0.8701,0.1498,234,39,0,1,0.7249,0
0.167,0.4979,0.5862,0.0669,44,11,0,1,0.7326,0
0.0403,0.2485,0.6309,0.205,124,31,0,1,0.7965,0
0.0141,0.2881,0.0913,0.0326,10,1,1,0,0.9173,1
0.3886,0.6763,0.1206,0.0338,3,1,1,0,0.9437,1
0.1327,0.6125,0.5015,0.1066,21,3,1,0,0.7955,0
0.1429,0.9157,0.1599,0.0468,8,2,1,0,0.9853,1
0.126,0.6251,0.1149,0.0344,13,2,1,0,0.917,1
0.184,0.0235,0.3064,0.0298,10,2,1,0,0.8515,1
0.5277,0.7263,0.5147,0.0308,125,25,0,1,0.8729,0
0.4497,0.3113,0.437,0.0413,125,25,0,1,0.7352,0
0.1429,0.6558,0.3633,0.101,54,18,0,1,0.7316,0
0.1336,0.699,0.3122,0.0635,114,19,0,1,0.944,0
0.0969,0.3927,0.6108,0.2076,76,19,0,1,0.7922,0
0.2668,0.7755,0.5065,0.1058,84,14,0,1,0.7256,0
0.0818,0.5286,0.0614,0.03,4,3,1,0,0.7839,1
0.1188,0.1947,0.065,0.0296,7,1,1,0,0.8453,1
0.1225,0.9296,0.1952,0.0283,4,2,1,0,0.8812,1
0.7328,0.1181,0.1761,0.0289,11,1,1,0,0.8108,1
0.5288,0.5679,0.1589,0.0384,6,1,1,0,0.8489,1
0.1432,0.4893,0.1926,0.022,13,3,1,0,0.8599,1
0.6174,0.0278,0.4628,0.0518,3,1,1,0,0.9456,1
0.191,0.9317,0.221,0.0311,5,1,1,0,0.8941,1
0.0869,0.1889,0.7941,0.109,215,43,0,1,0.912,0
0.3591,0.4676,0.5824,0.0607,90,15,0,1,0.6669,0
0.2585,0.6603,0.5878,0.0897,42,6,1,0,0.7858,0
0.133,0.8997,0.1555,0.0395,12,3,1,0,0.7901,1
0.0423,0.8866,0.1565,0.0335,5,2,1,0,0.8687,1
0.1036,0.0483,0.1313,0.0248,2,2,1,0,0.8272,1
0.203,0.0515,0.0634,0.0248,2,2,1,0,0.8398,1
0.1642,0.3388,0.7104,0.1683,200,40,0,1,0.8296,0
0.1273,0.4399,0.3891,0.074,28,4,1,1,0.8483,0
0.2473,0.5533,0.5957,0.0703,70,10,0,1,0.6665,0
0.1038,0.9245,0.0874,0.0308,3,1,1,0,0.7883,1
0.7016,0.0104,0.2172,0.0532,6,1,1,0,0.905,1
0.5905,0.9037,0.104,0.0308,6,2,1,0,0.8895,1
0.4702,0.365,0.3228,0.1019,90,18,0,1,0.7091,0
0.1644,0.5425,0.5029,0.0602,84,12,0,1,0.9469,0
0.3058,0.3142,0.6402,0.0519,15,5,1,0,0.8771,0
0.1702,0.699,0.44,0.0775,154,22,0,1,0.8365,0
0.0818,0.3862,0.3765,0.0467,115,23,0,1,0.7202,0
0.0683,0.2394,0.4073,0.066,36,12,0,1,0.7669,0
0.7644,0.109,0.1168,0.0394,2,2,1,0,0.896,1
0.2888,0.8469,0.0522,0.0214,2,1,1,0,0.8078,1
0.1585,0.4118,0.3769,0.119,48,12,0,1,0.7932,0
0.0792,0.8295,0.1699,0.032,7,1,1,0,0.8903,1
0.4965,0.2788,0.4452,0.0517,40,8,0,1,0.8336,0
0.0209,0.5463,0.1565,0.0336,10,2,1,0,0.9631,1
0.2871,0.6267,0.2675,0.05,21,3,1,1,0.7783,0
0.0411,0.7588,0.1563,0.0321,6,1,1,0,0.8403,1
0.6206,0.0007,0.4131,0.0562,8,1,1,0,0.8605,1
0.4307,0.0543,0.3536,0.0332,11,2,1,0,0.8288,1
0.0501,0.4786,0.5024,0.1875,124,31,0,1,0.9188,0
0.791,0.2952,0.1677,0.0235,6,1,1,0,0.8988,1
0.33,0.7785,0.6277,0.113,36,12,0,1,0.8565,0
0.3124,0.7268,0.593,0.0759,102,17,0,1,0.7006,0
0.2439,0.2371,0.6323,0.0735,28,7,1,0,0.7669,0
0.1858,0.1716,0.53,0.146,55,11,0,1,0.745,0
0.1308,0.3418,0.318,0.0833,56,14,0,1,0.7377,0
0.1121,0.5147,0.1432,0.0311,14,2,1,0,0.8172,1
0.0002,0.0571,0.085,0.0588,4,2,1,0,0.8851,1
0.243,0.7292,0.3076,0.0711,105,15,0,1,0.8415,0
0.6699,0.9368,0.2261,0.0254,3,2,1,0,0.9026,1
0.3764,0.9259,0.1543,0.0469,10,1,1,0,0.8779,1
0.5135,0.063,0.2282,0.0262,3,1,1,0,0.8897,1
0.3177,0.531,0.2941,0.068,80,16,0,1,0.8292,0
0.4177,0.9247,0.1259,0.0482,9,2,1,0,0.8951,1
0.1264,0.6362,0.7333,0.1532,195,39,0,1,0.8041,0
0.3763,0.5345,0.1057,0.0424,6,1,1,0,0.8981,1
0.1823,0.0309,0.4329,0.0433,4,1,1,0,0.8519,1
0.5463,0.1032,0.4593,0.0259,4,2,1,0,0.8454,1
0.824,0.665,0.142,0.0334,2,1,1,0,0.8674,1
0.0214,0.865,0.1054,0.0314,6,1,1,0,0.9122,1
0.0097,0.1786,0.1641,0.0323,5,2,1,0,0.8899,1
0.3759,0.0827,0.0647,0.0315,6,2,1,0,0.8142,1
0.6433,0.0865,0.2999,0.0543,5,1,1,0,0.96,1
0.2539,0.8205,0.2569,0.0927,20,5,1,1,0.7139,0
0.0708,0.3349,0.8022,0.2066,110,22,0,1,0.8155,0
0.7344,0.0548,0.3671,0.031,9,2,1,0,0.9271,1
0.0771,0.5879,0.7537,0.1906,64,16,0,1,0.7181,0
0.0648,0.666,0.3169,0.0703,57,19,0,1,0.8997,0
0.0341,0.2749,0.1826,0.0256,4,1,1,0,0.7539,1
0.5486,0.3403,0.5319,0.09,15,3,1,1,0.9096,0
0.1241,0.5191,0.7434,0.117,75,15,0,1,0.7624,0
0.4924,0.069,0.0948,0.0314,3,2,1,0,0.8548,1
0.0278,0.1025,0.307,0.0407,11,1,1,0,0.8241,1
0.4404,0.908,0.0834,0.0226,10,1,1,0,0.7517,1
0.2203,0.0851,0.453,0.0541,9,2,1,0,0.8436,1
0.2618,0.076,0.4212,0.0393,4,2,1,0,0.9913,1
0.3651,0.2402,0.6117,0.1147,100,25,0,0,0.759,0
0.1437,0.4322,0.1897,0.0249,6,2,1,0,0.9353,1
0.7595,0.3763,0.1636,0.0228,2,1,1,0,0.8839,1
0.5175,0.9199,0.1774,0.0428,9,1,1,0,0.9014,1
0.2331,0.4239,0.5657,0.0567,63,9,0,1,0.7959,0
0.0676,0.1559,0.8081,0.1935,176,44,0,1,0.7689,0
0.7379,0.0737,0.3162,0.0509,9,1,1,0,0.9046,1
0.1989,0.1759,0.0641,0.0485,6,1,1,0,0.9796,1
0.4609,0.9525,0.1267,0.0461,9,2,1,0,0.7554,1
0.4032,0.905,0.0846,0.0312,6,1,1,0,0.7204,1
0.8334,0.6412,0.1638,0.0253,3,1,1,0,0.9636,1
0.2605,0.395,0.6285,0.0803,36,9,0,1,0.9309,0
0.7285,0.9212,0.119,0.0392,10,1,1,0,0.9194,1
0.0265,0.9726,0.0993,0.0257,7,1,1,0,0.7722,1
0.1656,0.5022,0.2678,0.0749,66,22,0,1,0.702,0
0.7247,0.0972,0.4124,0.0338,2,1,1,0,0.9236,1
0.7925,0.0312,0.064,0.0362,9,1,1,0,0.8189,1
0.7291,0.4204,0.1518,0.0287,5,1,1,0,0.9166,1
0.6295,0.0127,0.1856,0.0235,9,2,1,0,0.879,1
0.5359,0.0416,0.4866,0.0211,11,1,1,0,0.9536,1
0.3856,0.1034,0.166,0.0353,5,1,1,0,0.96,1
0.4991,0.2486,0.2767,0.0756,36,6,1,1,0.8474,0
0.8892,0.5602,0.1555,0.029,5,1,1,0,0.8958,1
0.2349,0.0611,0.3675,0.036,5,2,1,0,0.9333,1
0.7044,0.0568,0.1621,0.0278,5,1,1,0,0.8799,1
0.1613,0.1199,0.3176,0.042,11,1,1,0,0.816,1
0.147,0.4237,0.8067,0.089,56,14,0,1,0.8359,0
0.2365,0.1906,0.5319,0.1008,84,14,0,0,0.7033,0
0.4499,0.6974,0.442,0.0413,64,16,0,1,0.7984,0
0.4791,0.0917,0.1877,0.0594,9,1,1,0,0.9675,1
0.1215,0.3905,0.6183,0.0398,28,7,1,1,0.6719,0
0.352,0.4212,0.6255,0.0596,15,5,1,0,0.9486,0
0.0567,0.7815,0.5967,0.0521,80,20,0,0,0.7341,0
0.3556,0.3747,0.0651,0.025,3,1,1,0,0.9212,1
0.4616,0.608,0.3852,0.058,60,20,0,1,0.6799,0
0.1883,0.7399,0.4515,0.0372,84,12,0,0,0.8326,0
0.0351,0.0163,0.2581,0.0524,11,2,1,0,0.9361,1
0.1765,0.9294,0.1647,0.0225,5,2,1,0,0.7578,1
0.1283,0.5617,0.8075,0.2458,318,53,0,1,0.8102,0
0.3294,0.23,0.3283,0.0759,133,19,0,0,0.6699,0
0.0449,0.0783,0.4685,0.0512,2,2,1,0,0.9559,1
0.1155,0.5452,0.1824,0.0323,15,2,1,0,0.8243,1
0.5146,0.5405,0.5963,0.0655,40,8,0,1,0.7207,0
0.1339,0.8724,0.1689,0.0357,13,3,1,0,0.7741,1
0.2872,0.3398,0.3344,0.1007,80,16,0,1,0.8278,0
0.0631,0.7322,0.5569,0.0677,12,3,1,1,0.85,0
0.347,0.8005,0.4766,0.0398,108,18,0,0,0.92,0
0.4068,0.714,0.2559,0.0442,80,20,0,1,0.8803,0
0.0312,0.1185,0.0771,0.027,10,2,1,0,0.8574,1
0.386,0.0941,0.2166,0.0422,6,2,1,0,0.9155,1
0.3428,0.2056,0.5872,0.1049,80,20,0,1,0.8873,0
0.8433,0.2617,0.0943,0.0271,7,1,1,0,0.8014,1
0.0649,0.656,0.1787,0.0268,15,1,1,0,0.9925,1
0.2409,0.0346,0.0715,0.0368,11,2,1,0,0.8126,1
0.0422,0.7037,0.6185,0.1232,324,54,0,1,0.8939,0
0.685,0.0566,0.1866,0.0258,7,2,1,0,0.9658,1
0.0848,0.3096,0.4189,0.1038,40,8,0,1,0.8061,0
0.1756,0.2587,0.3979,0.0425,42,7,1,0,0.8371,0
0.1434,0.3325,0.1145,0.029,9,2,1,0,0.786,1
0.1651,0.6124,0.8569,0.0964,265,53,0,1,0.8495,0
0.4926,0.6592,0.5859,0.043,115,23,0,0,0.7415,0
0.4254,0.0937,0.4094,0.0539,3,2,1,0,0.922,1
0.1259,0.5977,0.1684,0.0212,14,1,1,0,0.8556,1
0.0889,0.5231,0.4367,0.0738,9,3,1,1,0.732,0
0.1481,0.4287,0.8202,0.1219,120,30,0,1,0.7394,0
0.0949,0.7276,0.1986,0.0203,11,1,1,0,0.7504,1
0.0507,0.6332,0.8282,0.1068,190,38,0,1,0.8212,0
0.449,0.927,0.1988,0.041,9,1,1,0,0.9286,1
0.0753,0.0372,0.216,0.0302,2,2,1,0,0.8067,1
0.1243,0.4183,0.6055,0.2239,102,17,0,1,0.737,0
0.3125,0.7716,0.5265,0.0924,42,6,1,1,0.9285,0
0.2218,0.0937,0.0781,0.0355,2,2,1,0,0.9911,1
0.1707,0.1071,0.4467,0.0516,7,2,1,0,0.8512,1
0.5161,0.555,0.5925,0.0381,88,22,0,0,0.9417,0
0.7376,0.0232,0.1247,0.0597,4,2,1,0,0.812,1
0.1163,0.9101,0.1196,0.0339,7,1,1,0,0.8362,1
0.3124,0.7557,0.4362,0.0544,138,23,0,0,0.8012,0
0.2997,0.9351,0.0869,0.0396,9,1,1,0,0.8129,1
0.2904,0.0134,0.4934,0.0523,5,1,1,0,0.8482,1
0.1134,0.2378,0.5598,0.1641,55,11,0,1,0.8131,0
0.0125,0.9092,0.1,0.0339,3,1,1,0,0.7727,1
0.1272,0.478,0.1194,0.032,14,3,1,0,0.9727,1
0.1528,0.038,0.4933,0.052,7,2,1,0,0.8511,1
0.0948,0.2976,0.5073,0.155,172,43,0,1,0.7841,0
0.0663,0.9039,0.1877,0.0352,3,2,1,0,0.7024,1
0.0995,0.2478,0.1865,0.0248,3,3,1,0,0.906,1
0.1345,0.722,0.5056,0.1045,276,46,0,1,0.9067,0
0.3137,0.2556,0.4449,0.064,56,14,0,1,0.8891,0
0.0597,0.2168,0.8503,0.0839,312,52,0,1,0.8024,0
0.1222,0.5384,0.4254,0.1021,114,19,0,1,0.8802,0
0.2989,0.3714,0.5809,0.1038,120,20,0,0,0.7621,0
0.078,0.3094,0.1509,0.0258,12,3,1,0,0.8181,1
0.1052,0.1972,0.4587,0.0853,68,17,0,1,0.8583,0
0.6886,0.9349,0.0834,0.0235,6,2,1,0,0.9515,1
0.0628,0.3317,0.1338,0.021,13,3,1,0,0.7747,1
0.6275,0.0756,0.2167,0.0389,11,1,1,0,0.9718,1
0.237,0.0999,0.2124,0.0321,10,1,1,0,0.8549,1
0.1181,0.2413,0.1333,0.0311,3,1,1,0,0.9527,1
0.2872,0.4524,0.4536,0.1177,78,13,0,1,0.6947,0
0.0062,0.3383,0.1692,0.0365,15,2,1,0,0.7533,1
0.214,0.056,0.1616,0.0239,6,2,1,0,0.9728,1
0.4582,0.0717,0.4742,0.0368,11,2,1,0,0.9739,1
0.5894,0.9759,0.1869,0.0463,5,1,1,0,0.8008,1
0.0223,0.9108,0.0927,0.0399,6,1,1,0,0.7729,1
0.1727,0.406,0.6916,0.1286,108,27,0,1,0.7919,0
0.3291,0.9246,0.1993,0.0481,4,2,1,0,0.8972,1
0.7293,0.0121,0.2197,0.0488,10,2,1,0,0.9397,1
0.3101,0.0044,0.4392,0.0246,6,1,1,0,0.9374,1
0.0684,0.8269,0.1242,0.0392,7,1,1,0,0.9304,1
0.1142,0.7156,0.5346,0.125,75,15,0,1,0.8585,0
0.3254,0.9017,0.1035,0.0202,9,1,1,0,0.9912,1
0.1307,0.078,0.2552,0.0578,12,2,1,0,0.988,1
0.2551,0.037,0.1493,0.0513,11,1,1,0,0.885,1
0.0452,0.4983,0.1077,0.0269,10,3,1,0,0.9229,1
0.146,0.1102,0.0889,0.0327,12,1,1,0,0.9533,1
0.7178,0.2213,0.1543,0.0231,5,1,1,0,0.8362,1
0.5242,0.9358,0.1258,0.0484,6,2,1,0,0.7069,1
0.1811,0.2489,0.8819,0.1625,144,36,0,1,0.717,0
0.0846,0.7545,0.1206,0.0244,10,2,1,0,0.8225,1
0.5075,0.0199,0.3282,0.0537,4,2,1,0,0.9717,1
0.0501,0.2125,0.5227,0.2446,250,50,0,1,0.7216,0
0.1514,0.8093,0.1678,0.0276,4,1,1,0,0.9479,1
0.3411,0.6696,0.6422,0.0318,77,11,0,1,0.8316,0
0.5479,0.336,0.0605,0.0469,6,1,1,0,0.8569,1
0.0758,0.0099,0.2317,0.0555,3,1,1,0,0.8452,1
0.4618,0.0179,0.4006,0.0492,11,2,1,0,0.9328,1
0.3666,0.652,0.4812,0.0836,72,18,0,1,0.7531,0
0.13,0.6963,0.0689,0.0282,14,2,1,0,0.8475,1
0.4185,0.7088,0.3467,0.0377,57,19,0,1,0.8759,0
0.0839,0.7992,0.0605,0.0287,7,3,1,0,0.9565,1
0.0166,0.1136,0.1084,0.05,6,1,1,0,0.9315,1
0.2697,0.467,0.0986,0.0371,6,1,1,0,0.9585,1
0.5962,0.1177,0.058,0.0361,2,1,1,0,0.9652,1
0.0262,0.7862,0.185,0.0259,14,3,1,0,0.8973,1
0.6965,0.0518,0.4013,0.0211,12,2,1,0,0.8782,1
0.5037,0.9391,0.1175,0.0331,8,2,1,0,0.8323,1
0.1243,0.6373,0.4224,0.0474,96,16,0,1,0.7397,0
0.0804,0.3293,0.5119,0.1423,300,50,0,1,0.7387,0
0.1332,0.2996,0.7231,0.0763,185,37,0,1,0.7763,0
0.5827,0.7369,0.1714,0.0395,5,1,1,0,0.971,1
0.1172,0.2274,0.199,0.0364,9,2,1,0,0.8881,1
0.2184,0.6103,0.4962,0.0659,24,4,1,1,0.69,0
0.1468,0.5664,0.5231,0.1368,150,25,0,1,0.7036,0
0.4953,0.0439,0.2145,0.027,10,1,1,0,0.9122,1
0.0712,0.5177,0.7256,0.1513,185,37,0,1,0.7177,0
0.0393,0.1439,0.1278,0.039,12,2,1,0,0.7744,1
0.5249,0.6972,0.5042,0.0899,100,20,0,0,0.7993,0
0.272,0.3467,0.3116,0.115,88,22,0,1,0.8638,0
0.6096,0.3191,0.1236,0.0244,7,1,1,0,0.8826,1
0.5113,0.7054,0.5164,0.0558,84,21,0,1,0.6527,0
0.5646,0.9549,0.1295,0.0358,5,2,1,0,0.8331,1
0.3573,0.5742,0.6148,0.11,168,24,0,1,0.6783,0
0.1778,0.0515,0.2328,0.0311,6,1,1,0,0.8765,1
0.0681,0.6151,0.1237,0.0291,11,3,1,0,0.7911,1
0.0495,0.179,0.8738,0.227,216,36,0,1,0.8364,0
0.043,0.3258,0.5605,0.1127,165,33,0,1,0.7925,0
0.4207,0.8186,0.3249,0.0491,28,4,1,1,0.9149,0
0.1133,0.6622,0.3969,0.102,60,10,0,0,0.8492,0
0.1729,0.0523,0.3242,0.0271,7,1,1,0,0.8915,1
0.3395,0.2956,0.3998,0.0981,40,10,0,1,0.9039,0
0.3433,0.3768,0.5138,0.1164,21,3,1,1,0.8693,0
0.0259,0.8503,0.174,0.0253,15,2,1,0,0.8619,1
0.0389,0.0718,0.2198,0.0281,5,2,1,0,0.9818,1
0.3609,0.7186,0.1234,0.0224,2,1,1,0,0.9644,1
0.3486,0.0392,0.1228,0.0528,6,2,1,0,0.8847,1
0.2409,0.946,0.2277,0.0397,3,1,1,0,0.7442,1
0.1799,0.2582,0.7747,0.2106,126,21,0,1,0.784,0
0.059,0.4845,0.6548,0.2433,124,31,0,1,0.7951,0
0.0127,0.7857,0.1161,0.0368,5,3,1,0,0.9756,1
0.7291,0.0138,0.1673,0.0296,12,1,1,0,0.8105,1
0.0772,0.251,0.5508,0.0724,15,5,1,1,0.7631,0
0.5162,0.9275,0.1786,0.0427,3,1,1,0,0.8139,1
0.0529,0.8364,0.0732,0.0215,5,2,1,0,0.9846,1
0.6222,0.1174,0.116,0.0259,9,2,1,0,0.9629,1
0.7349,0.9787,0.1266,0.0395,6,2,1,0,0.9711,1
0.0667,0.3925,0.8374,0.163,132,22,0,1,0.8368,0
0.1732,0.3432,0.3484,0.0575,64,16,0,1,0.8702,0
0.013,0.0615,0.2467,0.0213,10,2,1,0,0.958,1
0.6413,0.071,0.1659,0.053,10,1,1,0,0.9689,1
0.1199,0.2873,0.5394,0.1881,255,51,0,1,0.7754,0
0.176,0.5166,0.6672,0.2298,60,10,0,1,0.7985,0
0.0762,0.2254,0.8297,0.1449,76,19,0,1,0.8201,0
0.2377,0.9473,0.0802,0.0228,7,2,1,0,0.8816,1
0.3466,0.6027,0.2549,0.0605,65,13,0,1,0.81,0
0.0203,0.454,0.1235,0.0221,8,2,1,0,0.9118,1
0.0026,0.9783,0.1376,0.035,8,2,1,0,0.8445,1
0.1061,0.7874,0.5866,0.0725,96,16,0,0,0.7411,0
0.0983,0.1066,0.1539,0.0568,6,2,1,0,0.8263,1
0.132,0.0523,0.3816,0.0397,4,2,1,0,0.8106,1
0.1051,0.3806,0.8025,0.1477,114,19,0,1,0.7859,0
0.0591,0.371,0.6329,0.0858,255,51,0,1,0.8218,0
0.4359,0.261,0.3253,0.0772,27,9,0,1,0.6682,0
0.4795,0.5654,0.5798,0.0353,84,12,0,1,0.7719,0
0.1239,0.2478,0.8437,0.1855,85,17,0,1,0.9153,0
0.1209,0.0677,0.3634,0.0239,12,2,1,0,0.9616,1
0.6233,0.0266,0.0844,0.0453,10,1,1,0,0.9812,1
0.1614,0.3883,0.8084,0.2437,75,15,0,1,0.8351,0
0.2151,0.0203,0.1708,0.0258,4,2,1,0,0.8552,1
0.1879,0.702,0.1344,0.0416,5,1,1,0,0.9407,1
0.517,0.4106,0.4976,0.0683,12,4,1,1,0.8047,0
0.2683,0.5914,0.46,0.0565,147,21,0,1,0.9202,0
0.5244,0.1711,0.2892,0.0902,120,20,0,0,0.8452,0
0.698,0.0429,0.121,0.0315,10,1,1,0,0.9706,1
0.0237,0.9379,0.2114,0.0386,6,2,1,0,0.8919,1
0.0793,0.0727,0.3658,0.0541,12,1,1,0,0.886,1
0.4719,0.658,0.5523,0.1063,52,13,0,0,0.7211,0
0.1214,0.5843,0.8952,0.1734,95,19,0,1,0.8889,0
0.2104,0.5819,0.6029,0.0745,91,13,0,1,0.8967,0
0.5423,0.1552,0.3936,0.034,144,24,0,0,0.8996,0
0.0638,0.2203,0.5931,0.0938,42,14,0,1,0.928,0
0.3118,0.54,0.1627,0.0468,3,1,1,0,0.973,1
0.8059,0.5269,0.1187,0.036,2,1,1,0,0.9848,1
0.5787,0.966,0.1743,0.0296,4,2,1,0,0.8169,1
0.7793,0.5205,0.1119,0.0285,4,1,1,0,0.9169,1
0.0589,0.3055,0.1394,0.0318,5,3,1,0,0.8905,1
0.2167,0.4815,0.443,0.065,40,8,0,1,0.7558,0
0.3261,0.0628,0.2764,0.04,2,1,1,0,0.8147,1
0.4188,0.9226,0.1677,0.0368,7,1,1,0,0.8503,1
0.5747,0.8789,0.0605,0.0268,3,1,1,0,0.9077,1
0.4421,0.2959,0.6225,0.0828,114,19,0,1,0.734,0
0.2254,0.9432,0.149,0.0497,6,2,1,0,0.9787,1
0.1823,0.0055,0.1802,0.0232,5,1,1,0,0.876,1
0.1049,0.472,0.6676,0.0722,236,59,0,1,0.7167,0
0.1753,0.0944,0.4618,0.0266,12,2,1,0,0.8228,1
0.5095,0.9737,0.1129,0.0397,3,2,1,0,0.8524,1
0.1607,0.55,0.8991,0.1982,175,35,0,1,0.8406,0
0.005,0.2831,0.1696,0.0392,11,3,1,0,0.8016,1
0.0997,0.1204,0.1699,0.0364,3,3,1,0,0.8836,1
0.6083,0.9119,0.2032,0.0292,7,1,1,0,0.8467,1
0.3198,0.9149,0.2113,0.0289,10,2,1,0,0.9379,1
0.4507,0.5422,0.6328,0.0446,110,22,0,1,0.8579,0
0.1007,0.1014,0.3515,0.0385,10,2,1,0,0.9678,1
